label,text
Neutral,Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often right?
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
Neutral,@Bestbuy or @Apple to purchase my imac iPad and printer? #StudentDiscounts?
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
Neutral,Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again any time I click the ball it acts like a left click. @Apple
Neutral,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
Neutral,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
Neutral,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
Neutral,Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm
Neutral,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
Neutral,A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars
Neutral,@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs
Neutral,@apple can you get your iphone to stop vibrating when you get a text?
Neutral,@Mommy_gaga  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral,#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails even when the phone is locked!! http://t.co/0q5dLt22
Neutral,@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
Neutral,Say no to 1000 things. What are you saying no to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation
Neutral,ok it is back @iphone @apple
Neutral,Cat accusing tiger for roaring  #Samsung on @Apple
Neutral,@apple and @nintendo need to partner up for the app store
Neutral,@apple stuck it to @amazon when it unveiled iCloud showing that the placement of 'i' before the name of even a failed effort yields success
Neutral,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
Neutral,@paulbentleymelb @apple I think they call that profit-making 'genius'
Neutral,@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining
Neutral,@twalve too busy having slappy hissy-fits with Samsung? @Apple
Neutral,Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple
Neutral,RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
Neutral,Siri keeps trying to send me to escort services....is that legal? @Apple
Neutral,Watching iGenius on @Discovery. Based on first 13 minutes @Apple never should have gone public in 1980.
Neutral,Ok so it was a lion and not a leopard. Too much upgrading this weekend. @apple
Neutral,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
Neutral,@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps
Neutral,hmm it seems i should have checked the identity of @apple first
Neutral,@apple out of respect I really do think  the Apple logo should be revised to the one you have no doubt seen http://t.co/xNKwgxme
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps
Neutral,@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
Neutral,@Keke71 @blackberry @apple haha I know. So sad.
Neutral,@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
Neutral,@HTC vs @Apple who winning
Neutral,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
Neutral,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
Neutral,WOW DOGS!!@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
Neutral,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
Neutral,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
Neutral,Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh
Neutral,@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE
Neutral,RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon @Apple & @Kobo. #fbf11 #publaunch @MikeShat ...
Neutral,@apple http://t.co/2YcsCG68 via @donorschoose
Neutral,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
Neutral,Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
Neutral,You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1
Neutral,@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well poop happens
Neutral,The folks at @apple are awesome! So glad I a #mactard
Neutral,Waiting at end of 20 person line after checking in on time for my genius bar appt. @apple store...I do not find this system genius #FAIL
Neutral,While the improvements in @Apple Mac OS 10.7 #Lion are great the full-screen implementation on 2 monitors is broken.
Neutral,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
Neutral,@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
Neutral,RT @TerryStorch: With @twitter and @apple partnership would be great if SMS from 40404 to iOS devices would use imessage.
Neutral,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
Neutral,He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
Neutral,Just made the switch from @BlackBerry  to @apple and never looking back! #bbwho?
Neutral,RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
Neutral,@Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
Neutral,on that @Apple shit hard change my twitter name to @_iFynest
Neutral,So @apple the new iMessage is great and all but is there a way to default to SMS when I'm not on wifi? I have limited data.
Neutral,Dear @apple yesterday you sucked. Today you're awesome! Thanks LP Apple store crash and burn mich ave store.
Neutral,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
Neutral,@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
Neutral,@reddclay81 Well then!P.S. Did you respond so fast because of @Apple 's #iOS5 ?
Neutral,@adityasood @apple @Quora I totally agree was talking w/friends about that yesterday. Siri Everywhere!
Neutral,How much do @Apples factories cost? | asymco http://t.co/GH0tvqMO
Neutral,@Mvm549 well if it told you what you did to it or how it happened it would be concrete evidence that @Apple is logging your life. :l
Neutral,U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
Neutral,@Apple Y U NO LET ME PRE-ORDER IPHONE 4S?
Neutral,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
Neutral,Can someone explain to me how the hell iMessage differs from a text message? @Apple
Neutral,@Apple feel free to accidently ship me a new iPhone 4s #nobigdeal
Neutral,@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps
Neutral,@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
Neutral,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
Neutral,has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
Neutral,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
Neutral,@Apple store dude i hear an accent where ru from? me no from ct but ur not 1st 2 tell me that dude maybe its... http://t.co/93Ztje8p
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
Neutral,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
Neutral,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
Neutral,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2
Neutral,Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
Neutral,This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple
Neutral,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
Neutral,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
Neutral,@apple Give Siri back!
Neutral,Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug
Neutral,@apple http://t.co/LKm2JzIN
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21
Neutral,@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral,I have to change my homepage from @apple.  Steve Jobs looks like an owl
Neutral,@msantram I want @apple to integrate Siri with @Quora.
Neutral,@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
Neutral,@Apple iOS5 is all well and good and has nice new features but I'm still waiting on an app that will go to work for me.
Neutral,As tribute to Steve @apple i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.
Neutral,can't wait for @Spotify and @Apple to integrate with Siri.
Neutral,@rjpittman Why you won't use your @apple account.
Neutral,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
Neutral,strange i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone
Neutral,In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR
Neutral,Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
Neutral,I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99 they release an 8GB one for $99???
Neutral,Dear @Apple iMessage client for desktop please :)
Neutral,#Siri is kinda slow tho impressed it got my accent and commands first time out. @apple
Neutral,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter
Neutral,@Blackberry -vs- @Apple iPhone?
Neutral,At @Apple HQ
Neutral,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc
Neutral,#iPhone4S in #Space http://t.co/glOaXhLe via @youtube#nasa @apple
Neutral,RT @stalkertard: hey @apple how about if IPhone4S = IPhone 4 Steve and you donate a small portion of the proceeds towards cancer rese ...
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps
Neutral,Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl
Neutral,@_courtneytaylor @apple did you get a 4S?
Neutral,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
Neutral,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E
Neutral,@apple http://t.co/awASwV5u
Neutral,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf
Neutral,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
Neutral,@apple iphone 4s arrival on Tuesday!! #iPhone4S
Neutral,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY
Neutral,At the Genius Bar... Waiting @apple store
Neutral,no kidding @thejabberwockey: Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
Neutral,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q
Neutral,@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight very promising. Integrated with key apps http://t.co/DZsGPhqt
Neutral,@thejcurt unlocking it at @apple store. RIP Mr. Jobs.
Neutral,Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism EH?
Neutral,RT @Apple Yea our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.
Neutral,#IOS5  needed to include a landscape mode for reminders @Apple
Neutral,De la nada mi #iPhone4 se fue a negro y empez a vibrar hubo que resetearlo que onda con #iOS5 WTFH @Apple
Neutral,http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone
Neutral,@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!
Neutral,@sprint is slow slow slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork
Neutral,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
Neutral,when is @apple gonna update the fact that i can't see emoji on twitter for mac?
Neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
Neutral,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
Neutral,Just had a look on eBay for iPhone 4s and some have 131624 bids at well over 500 some 530 (16gb white)  they are 499 delivered @apple
Neutral,#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo
Neutral,@thatstevegray done that buddy just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
Neutral,So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
Neutral,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple
Neutral,RT @MyMelange: Wall to wall people security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm
Neutral,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB
Neutral,Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple
Neutral,Salesperson at #soho @Apple store it doesn't matter how many people are lined up out front. They're not gonna get one #iphone4s
Neutral,@samsung and @apple never rest as they battle in court yet again over tablets.(not the pills)
Neutral,Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind...
Neutral,@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple
Neutral,If @Apple could put the USB female connector in cars would be #Dope
Neutral,What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok
Neutral,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life
Neutral,20 min line @apple store @short pump.
Neutral,RT @TheMacMob: Sprint Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz
Neutral,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple
Neutral,Thinking more I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.
Neutral,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.
Neutral,@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue spent Fri @apple  #iOS5
Neutral,And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion I still like to sync it!
Neutral,@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying Siri told me to? #noreallyihearvoices
Neutral,@notleifgarrett @apple you'll be able to afford that mansion one day.
Neutral,@fabi_m not that I know of. I think it is only on iOS should get @apple to make a desktop app :)
Neutral,@notleifgarrett @apple wished their on hold music played Pictures of You.
Neutral,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening
Neutral,after being on hold with @apple for the last 30 mins i really like their music selection of on-hold music. White Stripes Ray Lamontagne...
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps
Neutral,@vlingo is a POOR substitute for Siri!! Yo @APPLE gimmie Siri!!!!
Neutral,@Apple Scrapple. (:
Neutral,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...
Neutral,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple
Neutral,@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;]
